precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL TELIU",441,TELIU,42058,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:48:12",1034,1015,0,10,9,652,633,0,10,9,623,29,1100,448,60,277,115,171
8,BRAŞOV,"ȘCOALĂ GENERALĂ TELIU",440,TELIU,42058,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:23:29",1529,1515,0,8,6,1067,1053,0,8,6,1014,50,1683,616,33,81,849,51
8,BRAŞOV,"ȘCOALĂ GENERALĂ TELIU VALE",442,TELIU,42058,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:57:02",824,807,0,7,10,603,586,0,7,10,576,27,900,297,110,404,51,11
