precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOAGIU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","PREDICA CRISTIAN-VIRGILIU-UNIUNEA SALVAȚI ROMÂNIA-voturi","PENA-GREJDINOIU DRAGOŞ- MARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALEXE MARCEL-PARTIDUL NAȚIONAL LIBERAL-voturi","FRUNZĂREANU CONSTANTIN-FORȚA DREPTEI-voturi"
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",241,PLOPII-SLĂVITEŞTI,153623,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:43:54",591,527,0,38,26,541,477,0,38,26,464,13,610,133,114,7,162,160,21
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",240,PLOPII-SLĂVITEŞTI,153623,1,PART,PRCNCT,P,P_SV,"2024-06-11 15:42:02",778,693,0,55,30,592,507,0,55,30,577,15,786,194,87,100,186,175,29
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ PLOPII SLĂVITEŞTI",239,PLOPII-SLĂVITEŞTI,153623,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:34:36",558,482,0,53,23,450,374,0,53,23,440,10,550,100,63,12,98,245,22
